fueltype,lat,lon,elev,ws,waz,ps,saz,cur,cbd,cbh,ccf,ftypeN,py
MT02,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,7,
MT02,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,7,
MT02,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,7,
MT02,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,7,
MT02,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,7,
MT02,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,7,
MT02,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,7,
MT02,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,7,
MT02,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,7,
MT02,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,7,
MT02,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,7,
MT02,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,7,
MT02,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,7,
MT02,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,7,
MT02,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,7,
MT02,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,7,
MT02,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,7,
MT02,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,7,
MT02,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,7,
MT02,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,7,
MT02,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,7,
MT02,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,7,
MT02,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,7,
MT02,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,7,
MT02,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,7,
MT02,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,7,
MT02,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,7,
MT02,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,7,
MT02,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,7,
MT02,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,7,
MT02,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,7,
MT02,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,7,
MT02,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,7,
MT02,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,7,
MT02,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,7,
MT02,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,7,
MT02,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,7,
MT02,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,7,
MT02,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,7,
MT02,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,7,
MT02,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,7,
MT02,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,7,
MT02,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,7,
MT02,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,7,
MT02,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,7,
MT02,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,7,
MT02,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,7,
MT02,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,7,
MT02,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,7,
MT02,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,7,
MT02,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,7,
MT02,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,7,
MT02,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,7,
MT02,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,7,
MT02,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,7,
