fueltype,lat,lon,elev,ws,waz,ps,saz,cur,cbd,cbh,ccf,ftypeN,py
PCH2,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,2,
PCH2,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,2,
PCH2,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,2,
PCH2,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,2,
PCH2,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,2,
PCH2,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,2,
PCH2,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,2,
PCH2,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,2,
PCH2,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,2,
PCH2,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,2,
PCH2,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,2,
PCH2,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,2,
PCH2,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,2,
PCH2,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,2,
PCH2,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,2,
PCH2,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,2,
PCH2,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,2,
PCH2,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,2,
PCH2,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,2,
PCH2,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,2,
PCH2,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,2,
PCH2,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,2,
PCH2,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,2,
PCH2,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,2,
PCH2,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,2,
PCH2,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,2,
PCH2,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,2,
PCH2,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,2,
PCH2,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,2,
PCH2,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,2,
PCH2,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,2,
PCH2,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,2,
